Scenario,Pattern,Strength_pct,Algorithm,TrialIndex,R_task,R_time,CRI,throughputRecovery,feasibilityRate,completionRate,failedRate,meanCompletionTime
small,balanced,30,Hungarian (Ours),5,0.712074303405573,1,0.856037151702786,1,0.625,0.625,0.375,173.26
small,balanced,30,Hungarian (Ours),6,0.702786377708978,0.739130434782609,0.720958406245793,1,0.6375,0.6375,0.3625,172.313725490196
small,balanced,30,Hungarian (Ours),7,0.724458204334365,1,0.862229102167183,1,0.65,0.65,0.35,175.961538461538
small,balanced,30,Hungarian (Ours),8,0.705882352941177,1,0.852941176470588,1,0.65,0.65,0.35,174.769230769231
small,balanced,30,Hungarian (Ours),9,0.65015479876161,1,0.825077399380805,1,0.5875,0.5875,0.4125,159.489361702128
small,balanced,30,Hungarian (Ours),10,0.681114551083591,1,0.840557275541796,1,0.625,0.625,0.375,171.72
small,balanced,40,RRAM,1,0.408284023668639,0,0.20414201183432,0,0.4375,0.4375,0.5625,187.828571428571
small,balanced,40,RRAM,2,0.435820895522388,0,0.217910447761194,0,0.4625,0.4625,0.5375,186.324324324324
small,balanced,40,RRAM,3,0.435294117647059,0.669467787114846,0.552380952380952,0.222222222222222,0.4375,0.4375,0.5625,173.171428571429
small,balanced,40,RRAM,4,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,balanced,40,RRAM,5,0.376068376068376,0.433098591549296,0.404583483808836,0.137931034482759,0.425,0.425,0.575,174.588235294118
small,balanced,40,RRAM,6,0.489071038251366,0.101928374655647,0.295499706453507,0.340909090909091,0.4875,0.4875,0.5125,181.102564102564
small,balanced,40,RRAM,7,0.461756373937677,0.388157894736842,0.42495713433726,0.290322580645161,0.475,0.475,0.525,181.078947368421
small,balanced,40,RRAM,8,0.347578347578348,0,0.173789173789174,0,0.3875,0.3875,0.6125,183.677419354839
small,balanced,40,RRAM,9,0.390804597701149,0,0.195402298850575,0,0.4375,0.4375,0.5625,177.657142857143
small,balanced,40,RRAM,10,0.338028169014085,0.461300309597523,0.399664239305804,0.181818181818182,0.4,0.4,0.6,175.3125
small,balanced,40,BDTR,1,0.702941176470588,0,0.351470588235294,0.388888888888889,0.6,0.6,0.4,180.708333333333
small,balanced,40,BDTR,2,0.731563421828909,0,0.365781710914454,0.470588235294118,0.6375,0.6375,0.3625,185.176470588235
small,balanced,40,BDTR,3,0.722713864306785,0,0.361356932153392,0.294117647058824,0.65,0.65,0.35,182.653846153846
small,balanced,40,BDTR,4,0.718562874251497,0,0.359281437125749,0.333333333333333,0.6375,0.6375,0.3625,178.274509803922
small,balanced,40,BDTR,5,0.720238095238095,0,0.360119047619048,0.428571428571429,0.6375,0.6375,0.3625,180.803921568627
small,balanced,40,BDTR,6,0.70414201183432,0,0.35207100591716,0.25,0.6375,0.6375,0.3625,184.039215686275
small,balanced,40,BDTR,7,0.694117647058824,0,0.347058823529412,0.333333333333333,0.6,0.6,0.4,185.541666666667
small,balanced,40,BDTR,8,0.635568513119534,0,0.317784256559767,0.19047619047619,0.5875,0.5875,0.4125,182.936170212766
small,balanced,40,BDTR,9,0.721556886227545,0,0.360778443113772,0.25,0.625,0.625,0.375,177.14
small,balanced,40,BDTR,10,0.649425287356322,0,0.324712643678161,0.307692307692308,0.5875,0.5875,0.4125,185.936170212766
small,balanced,40,SROM,1,0.720588235294118,0,0.360294117647059,0.388888888888889,0.625,0.625,0.375,189.32
small,balanced,40,SROM,2,0.734513274336283,0,0.367256637168142,0.411764705882353,0.6375,0.6375,0.3625,184.78431372549
small,balanced,40,SROM,3,0.673529411764706,0,0.336764705882353,0.166666666666667,0.6,0.6,0.4,174.395833333333
small,balanced,40,SROM,4,0.752238805970149,0,0.376119402985075,0.461538461538462,0.6625,0.6625,0.3375,182.528301886792
small,balanced,40,SROM,5,0.711764705882353,0,0.355882352941176,0.333333333333333,0.625,0.625,0.375,178.52
small,balanced,40,SROM,6,0.702941176470588,0,0.351470588235294,0.277777777777778,0.625,0.625,0.375,184.5
small,balanced,40,SROM,7,0.654970760233918,0,0.327485380116959,0.2,0.5875,0.5875,0.4125,180.042553191489
small,balanced,40,SROM,8,0.602898550724638,0,0.301449275362319,0.0869565217391304,0.55,0.55,0.45,175.636363636364
small,balanced,40,SROM,9,0.709580838323353,0,0.354790419161677,0.0833333333333333,0.6125,0.6125,0.3875,173.285714285714
small,balanced,40,SROM,10,0.64367816091954,0,0.32183908045977,0.230769230769231,0.575,0.575,0.425,182.891304347826
small,balanced,40,Hungarian (Ours),1,0.65015479876161,1,0.825077399380805,1,0.575,0.575,0.425,163.804347826087
small,balanced,40,Hungarian (Ours),2,0.656346749226006,1,0.828173374613003,1,0.5875,0.5875,0.4125,159
small,balanced,40,Hungarian (Ours),3,0.662538699690402,1,0.831269349845201,1,0.6,0.6,0.4,170.9375
small,balanced,40,Hungarian (Ours),4,0.718266253869969,1,0.859133126934984,1,0.6375,0.6375,0.3625,175.980392156863
small,balanced,40,Hungarian (Ours),5,0.622291021671827,0.727777777777778,0.675034399724802,1,0.5875,0.5875,0.4125,151.595744680851
small,balanced,40,Hungarian (Ours),6,0.619195046439629,1,0.809597523219814,1,0.575,0.575,0.425,154.760869565217
small,balanced,40,Hungarian (Ours),7,0.613003095975232,1,0.806501547987616,1,0.5625,0.5625,0.4375,152.911111111111
small,balanced,40,Hungarian (Ours),8,0.557275541795666,1,0.778637770897833,1,0.5125,0.5125,0.4875,151.243902439024
small,balanced,40,Hungarian (Ours),9,0.643962848297214,1,0.821981424148607,1,0.5875,0.5875,0.4125,155.787234042553
small,balanced,40,Hungarian (Ours),10,0.585139318885449,0.819852941176471,0.70249613003096,1,0.525,0.525,0.475,147.166666666667
small,directed,20,RRAM,1,0.438438438438438,0,0.219219219219219,0,0.4625,0.4625,0.5375,186.324324324324
small,directed,20,RRAM,2,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,directed,20,RRAM,3,0.446428571428571,0,0.223214285714286,0,0.475,0.475,0.525,189.421052631579
small,directed,20,RRAM,4,0.427299703264095,0,0.213649851632047,0,0.4625,0.4625,0.5375,189.459459459459
small,directed,20,RRAM,5,0.437125748502994,0,0.218562874251497,0,0.4625,0.4625,0.5375,186.324324324324
small,directed,20,RRAM,6,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,directed,20,RRAM,7,0.427299703264095,0,0.213649851632047,0,0.45,0.45,0.55,186.611111111111
small,directed,20,RRAM,8,0.414201183431953,0,0.207100591715976,0,0.45,0.45,0.55,190.361111111111
small,directed,20,RRAM,9,0.439759036144578,0,0.219879518072289,0,0.4625,0.4625,0.5375,186.324324324324
small,directed,20,RRAM,10,0.414201183431953,0,0.207100591715976,0,0.45,0.45,0.55,190.361111111111
small,directed,20,BDTR,1,0.716417910447761,0,0.358208955223881,0.307692307692308,0.65,0.65,0.35,184.576923076923
small,directed,20,BDTR,2,0.740963855421687,0,0.370481927710843,0.4,0.675,0.675,0.325,185.12962962963
small,directed,20,BDTR,3,0.76219512195122,0,0.38109756097561,0.333333333333333,0.675,0.675,0.325,179.259259259259
small,directed,20,BDTR,4,0.775075987841945,0,0.387537993920973,0.428571428571429,0.6875,0.6875,0.3125,183.018181818182
small,directed,20,BDTR,5,0.723723723723724,0,0.361861861861862,0.272727272727273,0.65,0.65,0.35,182.134615384615
small,directed,20,BDTR,6,0.76219512195122,0,0.38109756097561,0.333333333333333,0.6625,0.6625,0.3375,178.981132075472
small,directed,20,BDTR,7,0.740963855421687,0.130653266331658,0.435808560876673,0.4,0.6375,0.6375,0.3625,180.549019607843
small,directed,20,BDTR,8,0.75226586102719,0,0.376132930513595,0.333333333333333,0.6625,0.6625,0.3375,181.283018867925
small,directed,20,BDTR,9,0.772036474164134,0,0.386018237082067,0.571428571428571,0.675,0.675,0.325,186.074074074074
small,directed,20,BDTR,10,0.767371601208459,0,0.38368580060423,0.444444444444444,0.675,0.675,0.325,185.148148148148
small,directed,20,SROM,1,0.713432835820896,0,0.356716417910448,0.230769230769231,0.6375,0.6375,0.3625,184.843137254902
small,directed,20,SROM,2,0.735735735735736,0,0.367867867867868,0.272727272727273,0.6625,0.6625,0.3375,184.698113207547
small,directed,20,SROM,3,0.771341463414634,0,0.385670731707317,0.166666666666667,0.675,0.675,0.325,181.722222222222
small,directed,20,SROM,4,0.781155015197568,0,0.390577507598784,0.428571428571429,0.6875,0.6875,0.3125,187.436363636364
small,directed,20,SROM,5,0.732732732732733,0,0.366366366366366,0.181818181818182,0.65,0.65,0.35,183.5
small,directed,20,SROM,6,0.768292682926829,0,0.384146341463415,0.333333333333333,0.675,0.675,0.325,183.925925925926
small,directed,20,SROM,7,0.728915662650602,0,0.364457831325301,0.2,0.6375,0.6375,0.3625,182.019607843137
small,directed,20,SROM,8,0.755287009063444,0,0.377643504531722,0.222222222222222,0.6625,0.6625,0.3375,182.528301886792
small,directed,20,SROM,9,0.775075987841945,0,0.387537993920973,0.428571428571429,0.675,0.675,0.325,185.37037037037
small,directed,20,SROM,10,0.740181268882175,0,0.370090634441088,0.111111111111111,0.65,0.65,0.35,178.692307692308
small,directed,20,Hungarian (Ours),1,0.65015479876161,1,0.825077399380805,1,0.5875,0.5875,0.4125,153.936170212766
small,directed,20,Hungarian (Ours),2,0.681114551083591,1,0.840557275541796,1,0.6125,0.6125,0.3875,164.938775510204
small,directed,20,Hungarian (Ours),3,0.69969040247678,1,0.84984520123839,1,0.6375,0.6375,0.3625,171.470588235294
small,directed,20,Hungarian (Ours),4,0.712074303405573,1,0.856037151702786,1,0.625,0.625,0.375,171.3
small,directed,20,Hungarian (Ours),5,0.65015479876161,1,0.825077399380805,1,0.6,0.6,0.4,154.458333333333
small,directed,20,Hungarian (Ours),6,0.712074303405573,1,0.856037151702786,1,0.625,0.625,0.375,169.98
small,directed,20,Hungarian (Ours),7,0.619195046439629,1,0.809597523219814,1,0.55,0.55,0.45,146.181818181818
small,directed,20,Hungarian (Ours),8,0.730650154798762,1,0.865325077399381,1,0.6625,0.6625,0.3375,178.490566037736
small,directed,20,Hungarian (Ours),9,0.681114551083591,1,0.840557275541796,1,0.6125,0.6125,0.3875,162.877551020408
small,directed,20,Hungarian (Ours),10,0.712074303405573,1,0.856037151702786,1,0.6375,0.6375,0.3625,174.019607843137
small,directed,30,RRAM,1,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,directed,30,RRAM,2,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,directed,30,RRAM,3,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,directed,30,RRAM,4,0.388235294117647,0,0.194117647058824,0,0.4125,0.4125,0.5875,193.030303030303
small,directed,30,RRAM,5,0.39193083573487,0,0.195965417867435,0,0.4375,0.4375,0.5625,177.657142857143
small,directed,30,RRAM,6,0.388235294117647,0,0.194117647058824,0,0.425,0.425,0.575,195.294117647059
small,directed,30,RRAM,7,0.447761194029851,0,0.223880597014925,0,0.475,0.475,0.525,189.421052631579
small,directed,30,RRAM,8,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,directed,30,RRAM,9,0.395280235988201,0,0.1976401179941,0,0.425,0.425,0.575,189.970588235294
small,directed,30,RRAM,10,0.37463976945245,0,0.187319884726225,0,0.425,0.425,0.575,177.352941176471
small,directed,30,BDTR,1,0.746223564954683,0,0.373111782477341,0.333333333333333,0.675,0.675,0.325,184.648148148148
small,directed,30,BDTR,2,0.754545454545455,0,0.377272727272727,0.375,0.675,0.675,0.325,183.592592592593
small,directed,30,BDTR,3,0.778787878787879,0.145390070921986,0.462088974854932,0.375,0.6875,0.6875,0.3125,183.654545454545
small,directed,30,BDTR,4,0.625730994152047,0,0.312865497076023,0.2,0.575,0.575,0.425,185.130434782609
small,directed,30,BDTR,5,0.754545454545455,0,0.377272727272727,0.375,0.6625,0.6625,0.3375,181.169811320755
small,directed,30,BDTR,6,0.72972972972973,0,0.364864864864865,0.272727272727273,0.6625,0.6625,0.3375,179.264150943396
small,directed,30,BDTR,7,0.791540785498489,0,0.395770392749245,0.444444444444444,0.7125,0.7125,0.2875,186.894736842105
small,directed,30,BDTR,8,0.749244712990937,0,0.374622356495468,0.444444444444444,0.6625,0.6625,0.3375,181.490566037736
small,directed,30,BDTR,9,0.664705882352941,0,0.332352941176471,0.333333333333333,0.5875,0.5875,0.4125,184.574468085106
small,directed,30,BDTR,10,0.766666666666667,0,0.383333333333333,0.375,0.675,0.675,0.325,184.388888888889
small,directed,30,SROM,1,0.75,0,0.375,0.3,0.675,0.675,0.325,185.203703703704
small,directed,30,SROM,2,0.758308157099698,0,0.379154078549849,0.333333333333333,0.675,0.675,0.325,186.314814814815
small,directed,30,SROM,3,0.749244712990937,0,0.374622356495468,0.222222222222222,0.6625,0.6625,0.3375,183.018867924528
small,directed,30,SROM,4,0.646198830409357,0,0.323099415204678,0.15,0.5875,0.5875,0.4125,185.468085106383
small,directed,30,SROM,5,0.763636363636364,0,0.381818181818182,0.25,0.6625,0.6625,0.3375,182.584905660377
small,directed,30,SROM,6,0.715568862275449,0,0.357784431137725,0.0833333333333333,0.6375,0.6375,0.3625,178.647058823529
small,directed,30,SROM,7,0.756024096385542,0,0.378012048192771,0.3,0.675,0.675,0.325,185.981481481481
small,directed,30,SROM,8,0.764350453172205,0,0.382175226586103,0.333333333333333,0.675,0.675,0.325,186.074074074074
small,directed,30,SROM,9,0.647058823529412,0,0.323529411764706,0.111111111111111,0.5875,0.5875,0.4125,183.617021276596
small,directed,30,SROM,10,0.748484848484849,0,0.374242424242424,0.125,0.65,0.65,0.35,179.442307692308
small,directed,30,Hungarian (Ours),1,0.656346749226006,1,0.828173374613003,1,0.6,0.6,0.4,160.916666666667
small,directed,30,Hungarian (Ours),2,0.681114551083591,1,0.840557275541796,1,0.6125,0.6125,0.3875,164.34693877551
small,directed,30,Hungarian (Ours),3,0.668730650154799,1,0.834365325077399,1,0.6125,0.6125,0.3875,165.489795918367
small,directed,30,Hungarian (Ours),4,0.60061919504644,1,0.80030959752322,1,0.5375,0.5375,0.4625,155.441860465116
small,directed,30,Hungarian (Ours),5,0.687306501547988,1,0.843653250773994,1,0.6125,0.6125,0.3875,161.040816326531
small,directed,30,Hungarian (Ours),6,0.712074303405573,1,0.856037151702786,1,0.65,0.65,0.35,175.480769230769
small,directed,30,Hungarian (Ours),7,0.712074303405573,1,0.856037151702786,1,0.6375,0.6375,0.3625,175.490196078431
small,directed,30,Hungarian (Ours),8,0.693498452012384,1,0.846749226006192,1,0.625,0.625,0.375,169.64
small,directed,30,Hungarian (Ours),9,0.60061919504644,1,0.80030959752322,1,0.5375,0.5375,0.4625,149.790697674419
small,directed,30,Hungarian (Ours),10,0.687306501547988,1,0.843653250773994,1,0.6125,0.6125,0.3875,160.612244897959
small,directed,40,RRAM,1,0.363636363636364,0,0.181818181818182,0,0.4125,0.4125,0.5875,178.727272727273
small,directed,40,RRAM,2,0.395348837209302,0,0.197674418604651,0,0.4375,0.4375,0.5625,177.657142857143
small,directed,40,RRAM,3,0.351274787535411,0,0.175637393767705,0,0.4,0.4,0.6,178.03125
small,directed,40,RRAM,4,0.333333333333333,0,0.166666666666667,0,0.3875,0.3875,0.6125,179.129032258065
small,directed,40,RRAM,5,0.393063583815029,0,0.196531791907514,0,0.4375,0.4375,0.5625,177.657142857143
small,directed,40,RRAM,6,0.308988764044944,0,0.154494382022472,0,0.3625,0.3625,0.6375,184.137931034483
small,directed,40,RRAM,7,0.427299703264095,0,0.213649851632047,0,0.4625,0.4625,0.5375,189.459459459459
small,directed,40,RRAM,8,0.45045045045045,0,0.225225225225225,0,0.475,0.475,0.525,189.421052631579
small,directed,40,RRAM,9,0.388235294117647,0,0.194117647058824,0,0.4125,0.4125,0.5875,193.030303030303
small,directed,40,RRAM,10,0.358974358974359,0,0.179487179487179,0,0.4125,0.4125,0.5875,177.969696969697
small,directed,40,BDTR,1,0.674486803519062,0,0.337243401759531,0.210526315789474,0.6,0.6,0.4,182.145833333333
small,directed,40,BDTR,2,0.749244712990937,0,0.374622356495468,0.444444444444444,0.6375,0.6375,0.3625,178.176470588235
small,directed,40,BDTR,3,0.66374269005848,0,0.33187134502924,0.25,0.5875,0.5875,0.4125,174.68085106383
small,directed,40,BDTR,4,0.61046511627907,0,0.305232558139535,0.0909090909090909,0.55,0.55,0.45,171.272727272727
small,directed,40,BDTR,5,0.775757575757576,0,0.387878787878788,0.5,0.6625,0.6625,0.3375,183.150943396226
small,directed,40,BDTR,6,0.654178674351585,0,0.327089337175793,0.2,0.6125,0.6125,0.3875,182.387755102041
small,directed,40,BDTR,7,0.734939759036145,0,0.367469879518072,0.2,0.65,0.65,0.35,180.25
small,directed,40,BDTR,8,0.733333333333333,0,0.366666666666667,0.25,0.6375,0.6375,0.3625,177.725490196078
small,directed,40,BDTR,9,0.624641833810888,0,0.312320916905444,0.222222222222222,0.5625,0.5625,0.4375,181.533333333333
small,directed,40,BDTR,10,0.706586826347305,0,0.353293413173653,0.166666666666667,0.6125,0.6125,0.3875,174.959183673469
small,directed,40,SROM,1,0.624633431085044,0,0.312316715542522,0.0526315789473684,0.5625,0.5625,0.4375,170.822222222222
small,directed,40,SROM,2,0.72809667673716,0,0.36404833836858,0.111111111111111,0.625,0.625,0.375,174.64
small,directed,40,SROM,3,0.625730994152047,0,0.312865497076023,0.1,0.5625,0.5625,0.4375,171.466666666667
small,directed,40,SROM,4,0.622093023255814,0,0.311046511627907,0.0909090909090909,0.5625,0.5625,0.4375,176.511111111111
small,directed,40,SROM,5,0.751515151515151,0,0.375757575757576,0.25,0.65,0.65,0.35,180.653846153846
small,directed,40,SROM,6,0.593659942363112,0,0.296829971181556,0.08,0.5375,0.5375,0.4625,170.395348837209
small,directed,40,SROM,7,0.732732732732733,0,0.366366366366366,0.181818181818182,0.6375,0.6375,0.3625,177.411764705882
small,directed,40,SROM,8,0.745454545454545,0,0.372727272727273,0.25,0.65,0.65,0.35,180.346153846154
small,directed,40,SROM,9,0.573065902578797,0,0.286532951289398,0.0740740740740741,0.5375,0.5375,0.4625,174.93023255814
small,directed,40,SROM,10,0.695522388059701,0,0.347761194029851,0.0769230769230769,0.6,0.6,0.4,171.666666666667
small,directed,40,Hungarian (Ours),1,0.631578947368421,1,0.815789473684211,1,0.575,0.575,0.425,155.847826086957
small,directed,40,Hungarian (Ours),2,0.643962848297214,1,0.821981424148607,1,0.5875,0.5875,0.4125,152.957446808511
small,directed,40,Hungarian (Ours),3,0.61609907120743,0.910299003322259,0.763199037264845,1,0.55,0.55,0.45,155.204545454545
small,directed,40,Hungarian (Ours),4,0.588235294117647,1,0.794117647058824,1,0.5375,0.5375,0.4625,151.93023255814
small,directed,40,Hungarian (Ours),5,0.643962848297214,1,0.821981424148607,1,0.575,0.575,0.425,150.586956521739
small,directed,40,Hungarian (Ours),6,0.575851393188854,1,0.787925696594427,1,0.5125,0.5125,0.4875,156.80487804878
small,directed,40,Hungarian (Ours),7,0.693498452012384,1,0.846749226006192,1,0.6125,0.6125,0.3875,167.795918367347
small,directed,40,Hungarian (Ours),8,0.687306501547988,1,0.843653250773994,1,0.625,0.625,0.375,166.08
small,directed,40,Hungarian (Ours),9,0.532507739938081,1,0.76625386996904,1,0.4875,0.4875,0.5125,140
small,directed,40,Hungarian (Ours),10,0.643962848297214,1,0.821981424148607,1,0.575,0.575,0.425,150.304347826087
large,random,20,RRAM,1,0.35,0.295081967213115,0.322540983606557,0.25,0.366666666666667,0.366666666666667,0.633333333333333,134.863636363636
large,random,20,RRAM,2,0.330645161290323,0.3875,0.359072580645161,0.125,0.35,0.35,0.65,124.571428571429
large,random,20,RRAM,3,0.332640332640333,1,0.666320166320166,1,0.341666666666667,0.341666666666667,0.658333333333333,127.09756097561
large,random,20,RRAM,4,0.363817097415507,0,0.181908548707753,0.130434782608696,0.383333333333333,0.383333333333333,0.616666666666667,143.434782608696
large,random,20,RRAM,5,0.53384912959381,0.0134529147982063,0.273651022196008,0.432432432432432,0.525,0.525,0.475,158.968253968254
large,random,20,RRAM,6,0.364185110663984,0.0225563909774437,0.193370750820714,0.411764705882353,0.358333333333333,0.358333333333333,0.641666666666667,149.674418604651
large,random,20,RRAM,7,0.416502946954813,0.174377224199288,0.295440085577051,0.413793103448276,0.441666666666667,0.441666666666667,0.558333333333333,142.981132075472
large,random,20,RRAM,8,0.478174603174603,0.202429149797571,0.340301876486087,0.541666666666667,0.441666666666667,0.441666666666667,0.558333333333333,154.075471698113
large,random,20,RRAM,9,0.345679012345679,0.325301204819277,0.335490108582478,0.666666666666667,0.35,0.35,0.65,136.547619047619
large,random,20,RRAM,10,0.34020618556701,0.474903474903475,0.407554830235243,0.2,0.35,0.35,0.65,129.52380952381
large,random,20,BDTR,1,0.723790322580645,0.0326530612244897,0.378221691902567,0.1875,0.65,0.65,0.35,171.166666666667
large,random,20,BDTR,2,0.732251521298174,0.166666666666667,0.449459093982421,0.230769230769231,0.708333333333333,0.708333333333333,0.291666666666667,177.517647058824
large,random,20,BDTR,3,0.716599190283401,0.0381679389312977,0.377383564607349,0.142857142857143,0.658333333333333,0.658333333333333,0.341666666666667,170.341772151899
large,random,20,BDTR,4,0.768916155419223,0.0758293838862559,0.422372769652739,0.444444444444444,0.675,0.675,0.325,173.691358024691
large,random,20,BDTR,5,0.738430583501006,0.0163934426229508,0.377412013061978,0.176470588235294,0.675,0.675,0.325,174.135802469136
large,random,20,BDTR,6,0.728370221327968,0,0.364185110663984,0.117647058823529,0.641666666666667,0.641666666666667,0.358333333333333,171.493506493506
large,random,20,BDTR,7,0.765182186234818,0.0848056537102474,0.424993919972533,0.285714285714286,0.708333333333333,0.708333333333333,0.291666666666667,174.741176470588
large,random,20,BDTR,8,0.719758064516129,0.183333333333333,0.451545698924731,0.0625,0.658333333333333,0.658333333333333,0.341666666666667,171.620253164557
large,random,20,BDTR,9,0.746450304259635,0.141129032258065,0.44378966825885,0.153846153846154,0.658333333333333,0.658333333333333,0.341666666666667,168.860759493671
large,random,20,BDTR,10,0.724137931034483,0.0891472868217055,0.406642608928094,0.0769230769230769,0.65,0.65,0.35,169.846153846154
large,random,20,SROM,1,0.755511022044088,0,0.377755511022044,0.157894736842105,0.658333333333333,0.658333333333333,0.341666666666667,169.962025316456
large,random,20,SROM,2,0.765784114052953,0.0389105058365758,0.402347309944764,0.363636363636364,0.7,0.7,0.3,173.488095238095
large,random,20,SROM,3,0.744421906693712,0.195918367346939,0.470170137020325,0.0769230769230769,0.666666666666667,0.666666666666667,0.333333333333333,168.5375
large,random,20,SROM,4,0.770961145194274,0.0758293838862559,0.423395264540265,0.333333333333333,0.683333333333333,0.683333333333333,0.316666666666667,172.268292682927
large,random,20,SROM,5,0.744466800804829,0,0.372233400402414,0.117647058823529,0.658333333333333,0.658333333333333,0.341666666666667,167.924050632911
large,random,20,SROM,6,0.730382293762575,0.197718631178707,0.464050462470641,0.0588235294117647,0.641666666666667,0.641666666666667,0.358333333333333,168.298701298701
large,random,20,SROM,7,0.753012048192771,0,0.376506024096386,0.166666666666667,0.683333333333333,0.683333333333333,0.316666666666667,169.524390243902
large,random,20,SROM,8,0.752016129032258,0.0853658536585366,0.418690991345397,0.1875,0.666666666666667,0.666666666666667,0.333333333333333,174.1875
large,random,20,SROM,9,0.769230769230769,0.141129032258065,0.455179900744417,0.142857142857143,0.666666666666667,0.666666666666667,0.333333333333333,168.4875
large,random,20,SROM,10,0.769230769230769,0.279166666666667,0.524198717948718,0.142857142857143,0.658333333333333,0.658333333333333,0.341666666666667,166.417721518987
large,random,20,Hungarian (Ours),1,0.669438669438669,1,0.834719334719335,1,0.666666666666667,0.666666666666667,0.333333333333333,129.1375
large,random,20,Hungarian (Ours),2,0.698544698544699,1,0.849272349272349,1,0.691666666666667,0.691666666666667,0.308333333333333,140.457831325301
large,random,20,Hungarian (Ours),3,0.661122661122661,1,0.830561330561331,1,0.658333333333333,0.658333333333333,0.341666666666667,132.164556962025
large,random,20,Hungarian (Ours),4,0.69022869022869,1,0.845114345114345,1,0.683333333333333,0.683333333333333,0.316666666666667,137.426829268293
large,random,20,Hungarian (Ours),5,0.665280665280665,1,0.832640332640333,1,0.658333333333333,0.658333333333333,0.341666666666667,132.455696202532
large,random,20,Hungarian (Ours),6,0.647302904564315,0.625,0.636151452282158,1,0.641666666666667,0.641666666666667,0.358333333333333,139.831168831169
large,random,20,Hungarian (Ours),7,0.636174636174636,1,0.818087318087318,1,0.625,0.625,0.375,130.333333333333
large,random,20,Hungarian (Ours),8,0.644490644490645,1,0.822245322245322,1,0.641666666666667,0.641666666666667,0.358333333333333,133.675324675325
large,random,20,Hungarian (Ours),9,0.656964656964657,1,0.828482328482329,1,0.65,0.65,0.35,132.397435897436
large,random,20,Hungarian (Ours),10,0.677754677754678,1,0.838877338877339,1,0.675,0.675,0.325,134.481481481481
large,random,30,RRAM,1,0.357001972386588,0.225296442687747,0.291149207537167,0.259259259259259,0.366666666666667,0.366666666666667,0.633333333333333,142.590909090909
large,random,30,RRAM,2,0.353061224489796,0,0.176530612244898,0.3,0.358333333333333,0.358333333333333,0.641666666666667,133.348837209302
large,random,30,RRAM,3,0.383858267716535,0.117437722419929,0.250647995068232,0.25,0.4,0.4,0.6,145.354166666667
large,random,30,RRAM,4,0.38715953307393,0.0923076923076923,0.239733612690811,0.264705882352941,0.4,0.4,0.6,146.604166666667
large,random,30,RRAM,5,0.463461538461538,0,0.231730769230769,0.275,0.466666666666667,0.466666666666667,0.533333333333333,143.857142857143
large,random,30,RRAM,6,0.50968992248062,0,0.25484496124031,0.472222222222222,0.475,0.475,0.525,150.912280701754
large,random,30,RRAM,7,0.42314990512334,0.0260223048327137,0.224586104978027,0.276595744680851,0.425,0.425,0.575,154.960784313725
large,random,30,RRAM,8,0.35655737704918,0.32295719844358,0.33975728774638,0.5,0.358333333333333,0.358333333333333,0.641666666666667,136.046511627907
large,random,30,RRAM,9,0.502912621359223,0,0.251456310679612,0.428571428571429,0.475,0.475,0.525,143.228070175439
large,random,30,RRAM,10,0.405138339920949,0.120754716981132,0.26294652845104,0.269230769230769,0.425,0.425,0.575,149.56862745098
large,random,30,BDTR,1,0.6841046277666,0,0.3420523138833,0.117647058823529,0.616666666666667,0.616666666666667,0.383333333333333,167.72972972973
large,random,30,BDTR,2,0.754065040650406,0.0608695652173913,0.407467302933899,0.25,0.675,0.675,0.325,172.679012345679
large,random,30,BDTR,3,0.687007874015748,0,0.343503937007874,0.178571428571429,0.641666666666667,0.641666666666667,0.358333333333333,168.25974025974
large,random,30,BDTR,4,0.728744939271255,0,0.364372469635628,0.285714285714286,0.666666666666667,0.666666666666667,0.333333333333333,172.25
large,random,30,BDTR,5,0.688755020080321,0.00371747211895912,0.34623624609964,0.166666666666667,0.691666666666667,0.691666666666667,0.308333333333333,174.325301204819
large,random,30,BDTR,6,0.678714859437751,0,0.339357429718876,0.111111111111111,0.65,0.65,0.35,165.192307692308
large,random,30,BDTR,7,0.71,0,0.355,0.35,0.675,0.675,0.325,173.827160493827
large,random,30,BDTR,8,0.642147117296223,0.11304347826087,0.377595297778546,0.0434782608695652,0.591666666666667,0.591666666666667,0.408333333333333,154.521126760563
large,random,30,BDTR,9,0.696,0.004,0.35,0.2,0.65,0.65,0.35,169.166666666667
large,random,30,BDTR,10,0.747474747474748,0.0416666666666666,0.394570707070707,0.4,0.683333333333333,0.683333333333333,0.316666666666667,173.865853658537
large,random,30,SROM,1,0.676646706586826,0.0238095238095238,0.350228115198175,0.142857142857143,0.608333333333333,0.608333333333333,0.391666666666667,168.479452054795
large,random,30,SROM,2,0.773737373737374,0,0.386868686868687,0.2,0.691666666666667,0.691666666666667,0.308333333333333,173.192771084337
