Scenario,Pattern,Strength_pct,Algorithm,TrialIndex,R_task,R_time,CRI,throughputRecovery,feasibilityRate,completionRate,failedRate,meanCompletionTime
small,balanced,20,BDTR,9,0.726190476190476,0,0.363095238095238,0.428571428571429,0.625,0.625,0.375,185.22
small,balanced,20,BDTR,10,0.707831325301205,0,0.353915662650602,0.3,0.65,0.65,0.35,181.692307692308
small,balanced,20,SROM,1,0.732142857142857,0,0.366071428571429,0.285714285714286,0.65,0.65,0.35,186.519230769231
small,balanced,20,SROM,2,0.728358208955224,0,0.364179104477612,0.307692307692308,0.6375,0.6375,0.3625,186.941176470588
small,balanced,20,SROM,3,0.734328358208955,0,0.367164179104478,0.307692307692308,0.6625,0.6625,0.3375,189.603773584906
small,balanced,20,SROM,4,0.755287009063444,0,0.377643504531722,0.222222222222222,0.6625,0.6625,0.3375,181.88679245283
small,balanced,20,SROM,5,0.714714714714715,0,0.357357357357357,0,0.6375,0.6375,0.3625,171.941176470588
small,balanced,20,SROM,6,0.740181268882175,0.178082191780822,0.459131730331499,0.111111111111111,0.65,0.65,0.35,177.25
small,balanced,20,SROM,7,0.734513274336283,0,0.367256637168142,0.411764705882353,0.65,0.65,0.35,192.961538461538
small,balanced,20,SROM,8,0.790273556231003,0,0.395136778115502,0.571428571428571,0.7,0.7,0.3,185.696428571429
small,balanced,20,SROM,9,0.696428571428571,0,0.348214285714286,0.142857142857143,0.6125,0.6125,0.3875,181.183673469388
small,balanced,20,SROM,10,0.750750750750751,0,0.375375375375375,0.363636363636364,0.675,0.675,0.325,186.5
small,balanced,20,Hungarian (Ours),1,0.65015479876161,1,0.825077399380805,1,0.5875,0.5875,0.4125,157.382978723404
small,balanced,20,Hungarian (Ours),2,0.662538699690402,1,0.831269349845201,1,0.5875,0.5875,0.4125,157.595744680851
small,balanced,20,Hungarian (Ours),3,0.662538699690402,1,0.831269349845201,1,0.6,0.6,0.4,160.708333333333
small,balanced,20,Hungarian (Ours),4,0.693498452012384,1,0.846749226006192,1,0.6375,0.6375,0.3625,170.686274509804
small,balanced,20,Hungarian (Ours),5,0.65015479876161,1,0.825077399380805,1,0.6125,0.6125,0.3875,161.897959183673
small,balanced,20,Hungarian (Ours),6,0.712074303405573,1,0.856037151702786,1,0.6625,0.6625,0.3375,174.169811320755
small,balanced,20,Hungarian (Ours),7,0.625386996904025,1,0.812693498452012,1,0.55,0.55,0.45,155.772727272727
small,balanced,20,Hungarian (Ours),8,0.724458204334365,1,0.862229102167183,1,0.6625,0.6625,0.3375,177.301886792453
small,balanced,20,Hungarian (Ours),9,0.631578947368421,1,0.815789473684211,1,0.575,0.575,0.425,154.804347826087
small,balanced,20,Hungarian (Ours),10,0.712074303405573,1,0.856037151702786,1,0.65,0.65,0.35,173.538461538462
small,balanced,30,RRAM,1,0.466472303206997,0.429319371727749,0.447895837467373,0.285714285714286,0.475,0.475,0.525,181.368421052632
small,balanced,30,RRAM,2,0.406340057636888,0.432624113475177,0.419482085556032,0.28,0.4625,0.4625,0.5375,181.783783783784
small,balanced,30,RRAM,3,0.461095100864553,0.412765957446809,0.436930529155681,0.24,0.475,0.475,0.525,179.947368421053
small,balanced,30,RRAM,4,0.388235294117647,0,0.194117647058824,0,0.4125,0.4125,0.5875,193.030303030303
small,balanced,30,RRAM,5,0.495356037151703,1,0.747678018575851,1,0.5,0.5,0.5,196.85
small,balanced,30,RRAM,6,0.461309523809524,0.0886075949367089,0.274958559373116,0.357142857142857,0.4875,0.4875,0.5125,193.820512820513
small,balanced,30,RRAM,7,0.427299703264095,0,0.213649851632047,0,0.4625,0.4625,0.5375,189.459459459459
small,balanced,30,RRAM,8,0.482248520710059,0.483108108108108,0.482678314409084,0.3125,0.475,0.475,0.525,179.473684210526
small,balanced,30,RRAM,9,0.386167146974063,0,0.193083573487032,0,0.425,0.425,0.575,177.705882352941
small,balanced,30,RRAM,10,0.452662721893491,0.686206896551724,0.569434809222608,0.1875,0.45,0.45,0.55,174.444444444444
small,balanced,30,BDTR,1,0.779816513761468,0,0.389908256880734,0.6,0.675,0.675,0.325,183.87037037037
small,balanced,30,BDTR,2,0.781818181818182,0,0.390909090909091,0.5,0.7,0.7,0.3,188.053571428571
small,balanced,30,BDTR,3,0.764350453172205,0,0.382175226586103,0.333333333333333,0.6625,0.6625,0.3375,183.849056603774
small,balanced,30,BDTR,4,0.593123209169054,0,0.296561604584527,0.185185185185185,0.55,0.55,0.45,197.318181818182
small,balanced,30,BDTR,5,0.732732732732733,0,0.366366366366366,0.363636363636364,0.65,0.65,0.35,181.096153846154
small,balanced,30,BDTR,6,0.768292682926829,0,0.384146341463415,0.333333333333333,0.675,0.675,0.325,181.074074074074
small,balanced,30,BDTR,7,0.773413897280967,0,0.386706948640483,0.444444444444444,0.6875,0.6875,0.3125,186.581818181818
small,balanced,30,BDTR,8,0.76219512195122,0,0.38109756097561,0.333333333333333,0.6625,0.6625,0.3375,179.415094339623
small,balanced,30,BDTR,9,0.737951807228916,0,0.368975903614458,0.3,0.6375,0.6375,0.3625,183.803921568627
small,balanced,30,BDTR,10,0.746223564954683,0,0.373111782477341,0.333333333333333,0.65,0.65,0.35,178.865384615385
small,balanced,30,SROM,1,0.776758409785933,0,0.388379204892966,0.4,0.675,0.675,0.325,182.87037037037
small,balanced,30,SROM,2,0.775757575757576,0,0.387878787878788,0.5,0.6875,0.6875,0.3125,184.6
small,balanced,30,SROM,3,0.758308157099698,0,0.379154078549849,0.333333333333333,0.6625,0.6625,0.3375,183.132075471698
small,balanced,30,SROM,4,0.60458452722063,0,0.302292263610315,0.185185185185185,0.5625,0.5625,0.4375,193.777777777778
small,balanced,30,SROM,5,0.751497005988024,0,0.375748502994012,0.416666666666667,0.6625,0.6625,0.3375,185.301886792453
small,balanced,30,SROM,6,0.768292682926829,0,0.384146341463415,0.333333333333333,0.675,0.675,0.325,183.833333333333
small,balanced,30,SROM,7,0.782477341389728,0,0.391238670694864,0.555555555555556,0.6875,0.6875,0.3125,187.781818181818
small,balanced,30,SROM,8,0.74468085106383,0,0.372340425531915,0.142857142857143,0.65,0.65,0.35,179.038461538462
small,balanced,30,SROM,9,0.713855421686747,0,0.356927710843373,0.1,0.625,0.625,0.375,180.9
small,balanced,30,SROM,10,0.743202416918429,0,0.371601208459215,0.222222222222222,0.65,0.65,0.35,179.115384615385
small,balanced,30,Hungarian (Ours),1,0.69969040247678,1,0.84984520123839,1,0.625,0.625,0.375,163.1
small,balanced,30,Hungarian (Ours),2,0.643962848297214,1,0.821981424148607,1,0.6125,0.6125,0.3875,157.571428571429
small,balanced,30,Hungarian (Ours),3,0.721362229102167,0.668367346938776,0.694864788020471,1,0.6375,0.6375,0.3625,164.352941176471
small,balanced,30,Hungarian (Ours),4,0.532507739938081,1,0.76625386996904,1,0.475,0.475,0.525,151.736842105263
