Scenario,Algorithm,RunIndex,R_task,R_time,CRI,throughputRecovery,feasibilityRate,completionRate,failedRate,meanCompletionTime
small,RRAM,19,0.429378531073446,0.515759312320917,0.472568921697182,0.3125,0.45,0.45,0.55,166.861111111111
small,RRAM,20,0.532507739938081,0.756906077348066,0.644706908643073,1,0.5125,0.5125,0.4875,174.365853658537
small,RRAM,21,0.371681415929204,0.533923303834808,0.452802359882006,0,0.4125,0.4125,0.5875,173
small,RRAM,22,0.439169139465875,0.67741935483871,0.558294247152293,0,0.4375,0.4375,0.5625,157.8
small,RRAM,23,0.464396284829721,0.594005449591281,0.529200867210501,1,0.4625,0.4625,0.5375,178.108108108108
small,RRAM,24,0.326409495548961,0.428184281842818,0.37729688869589,0,0.3375,0.3375,0.6625,146.185185185185
small,RRAM,25,0.494047619047619,0.482866043613707,0.488456831330663,0,0.525,0.525,0.475,190.952380952381
small,RRAM,26,0.439628482972136,0.777089783281734,0.608359133126935,1,0.45,0.45,0.55,173.166666666667
small,RRAM,27,0.329411764705882,0.481283422459893,0.405347593582888,0,0.3625,0.3625,0.6375,165.48275862069
small,RRAM,28,0.452012383900929,0.787535410764873,0.619773897332901,1,0.4375,0.4375,0.5625,196.342857142857
