Scenario,Algorithm,RunIndex,R_task,R_time,CRI,throughputRecovery,feasibilityRate,completionRate,failedRate,meanCompletionTime
small,SROM,30,0.678678678678679,0.688679245283019,0.683678961980849,0.181818181818182,0.5625,0.5625,0.4375,177.155555555556
small,SROM,31,0.671641791044776,0.846625766871166,0.759133778957971,0.0769230769230769,0.575,0.575,0.425,183.282608695652
small,SROM,32,0.625730994152047,0.867052023121387,0.746391508636717,0.1,0.5375,0.5375,0.4625,179.372093023256
small,SROM,33,0.678678678678679,0.947368421052632,0.813023549865655,0.181818181818182,0.575,0.575,0.425,184.260869565217
small,SROM,34,0.698224852071006,0.923423423423423,0.810824137747215,0.125,0.6,0.6,0.4,175.5
small,SROM,35,0.671597633136095,0.981684981684982,0.826641307410538,0.0625,0.575,0.575,0.425,169.369565217391
small,SROM,36,0.608187134502924,0.935574229691877,0.7718806820974,0.1,0.525,0.525,0.475,176.02380952381
small,SROM,37,0.732522796352584,1,0.866261398176292,0.142857142857143,0.6375,0.6375,0.3625,178.137254901961
small,SROM,38,0.680597014925373,0.616959064327485,0.648778039626429,0.153846153846154,0.575,0.575,0.425,175.45652173913
small,SROM,39,0.638235294117647,0.943262411347518,0.790748852732582,0.0555555555555556,0.55,0.55,0.45,176.75
small,SROM,40,0.783783783783784,0.944162436548223,0.863973110166004,0.454545454545455,0.6875,0.6875,0.3125,182.927272727273
small,SROM,41,0.696696696696697,0.638225255972696,0.667460976334696,0.181818181818182,0.5875,0.5875,0.4125,179.297872340426
small,SROM,42,0.695266272189349,0.989655172413793,0.842460722301571,0.1875,0.6,0.6,0.4,178.4375
small,SROM,43,0.774390243902439,1,0.88719512195122,0.333333333333333,0.675,0.675,0.325,183.055555555556
small,SROM,44,0.648809523809524,0.857575757575758,0.753192640692641,0.142857142857143,0.55,0.55,0.45,181.272727272727
small,SROM,45,0.637724550898204,0.772334293948127,0.705029422423165,0.25,0.5375,0.5375,0.4625,170.372093023256
small,SROM,46,0.740298507462687,0.645484949832776,0.692891728647731,0.307692307692308,0.65,0.65,0.35,176.057692307692
small,SROM,47,0.676470588235294,0.724137931034483,0.700304259634889,0.222222222222222,0.5875,0.5875,0.4125,187.446808510638
small,SROM,48,0.586309523809524,0.924119241192412,0.755214382500968,0.0714285714285714,0.5125,0.5125,0.4875,175.926829268293
small,SROM,49,0.662721893491124,0.618181818181818,0.640451855836471,0.125,0.5625,0.5625,0.4375,181.111111111111
small,SROM,50,0.648093841642229,0.595988538681948,0.622041190162089,0.0526315789473684,0.575,0.575,0.425,179.608695652174
small,SROM,51,0.703812316715543,0.99009900990099,0.846955663308266,0.105263157894737,0.6125,0.6125,0.3875,175.591836734694
small,SROM,52,0.654069767441861,0.821875,0.73797238372093,0.136363636363636,0.5625,0.5625,0.4375,174.555555555556
small,SROM,53,0.657817109144543,0.965189873417722,0.811503491281132,0.176470588235294,0.5625,0.5625,0.4375,180.866666666667
small,SROM,54,0.648967551622419,0.935897435897436,0.792432493759927,0.117647058823529,0.55,0.55,0.45,182.568181818182
small,SROM,55,0.590643274853801,0.935672514619883,0.763157894736842,0.1,0.5375,0.5375,0.4625,182
small,SROM,56,0.703592814371258,0.992063492063492,0.847828153217375,0.25,0.6,0.6,0.4,182.625
small,SROM,57,0.725075528700906,0.792880258899676,0.758977893800291,0.222222222222222,0.6125,0.6125,0.3875,178.816326530612
small,SROM,58,0.73394495412844,1,0.86697247706422,0,0.6375,0.6375,0.3625,181.882352941176
small,SROM,59,0.70919881305638,0.95397489539749,0.831586854226935,0.0666666666666667,0.625,0.625,0.375,175.58
small,SROM,60,0.617910447761194,0.883977900552486,0.75094417415684,0.0769230769230769,0.5375,0.5375,0.4625,184
small,SROM,61,0.685975609756098,1,0.842987804878049,0.166666666666667,0.6,0.6,0.4,185.354166666667
small,SROM,62,0.746951219512195,1,0.873475609756098,0.166666666666667,0.65,0.65,0.35,182.423076923077
small,SROM,63,0.666666666666667,0.853211009174312,0.759938837920489,0,0.5625,0.5625,0.4375,172.8
small,SROM,64,0.746951219512195,1,0.873475609756098,0.166666666666667,0.6375,0.6375,0.3625,176.686274509804
small,SROM,65,0.694117647058824,0.602777777777778,0.648447712418301,0.222222222222222,0.6125,0.6125,0.3875,179.510204081633
small,SROM,66,0.707317073170732,1,0.853658536585366,0,0.6125,0.6125,0.3875,186.571428571429
small,SROM,67,0.725663716814159,0.626112759643917,0.675888238229038,0.117647058823529,0.6375,0.6375,0.3625,181.078431372549
small,SROM,68,0.697885196374622,0.811188811188811,0.754537003781717,0.111111111111111,0.6,0.6,0.4,171.3125
small,SROM,69,0.659763313609467,0.624324324324324,0.642043818966896,0.1875,0.575,0.575,0.425,185.391304347826
small,SROM,70,0.679640718562874,0.846666666666667,0.76315369261477,0.25,0.575,0.575,0.425,185.108695652174
small,SROM,71,0.672566371681416,0.870748299319728,0.771657335500572,0.117647058823529,0.5875,0.5875,0.4125,183.404255319149
small,SROM,72,0.704268292682927,1,0.852134146341463,0.166666666666667,0.625,0.625,0.375,183.58
small,SROM,73,0.680473372781065,0.65819209039548,0.669332731588273,0.125,0.575,0.575,0.425,174.021739130435
small,SROM,74,0.734138972809668,0.76173285198556,0.747935912397614,0.333333333333333,0.625,0.625,0.375,183.44
small,SROM,75,0.627565982404692,0.801204819277108,0.7143854008409,0.105263157894737,0.5375,0.5375,0.4625,184.441860465116
small,SROM,76,0.718562874251497,0.97265625,0.845609562125748,0.166666666666667,0.625,0.625,0.375,172.64
small,SROM,77,0.740181268882175,0.739299610894942,0.739740439888559,0.333333333333333,0.6375,0.6375,0.3625,182.294117647059
small,SROM,78,0.742424242424242,0.675862068965517,0.70914315569488,0.125,0.6375,0.6375,0.3625,174.372549019608
small,SROM,79,0.683582089552239,0.87125748502994,0.77741978729109,0.0769230769230769,0.6125,0.6125,0.3875,190.857142857143
small,SROM,80,0.649122807017544,0.645714285714286,0.647418546365915,0.1,0.5625,0.5625,0.4375,175.844444444444
small,SROM,81,0.676646706586826,0.575498575498576,0.626072641042701,0,0.5875,0.5875,0.4125,175.808510638298
small,SROM,82,0.692073170731707,1,0.846036585365854,0.166666666666667,0.6,0.6,0.4,181.875
small,SROM,83,0.678787878787879,1,0.839393939393939,0,0.6,0.6,0.4,180.979166666667
small,SROM,84,0.641176470588235,0.657824933687003,0.649500702137619,0.111111111111111,0.55,0.55,0.45,172.136363636364
small,SROM,85,0.691616766467066,0.612121212121212,0.651868989294139,0.25,0.6,0.6,0.4,184.354166666667
small,SROM,86,0.75,1,0.875,0,0.65,0.65,0.35,179.692307692308
small,SROM,87,0.666666666666667,0.659400544959128,0.663033605812897,0.181818181818182,0.575,0.575,0.425,174.152173913043
small,SROM,88,0.746951219512195,1,0.873475609756098,0.166666666666667,0.65,0.65,0.35,188.057692307692
small,SROM,89,0.6158357771261,0.742782152230971,0.679308964678535,0.105263157894737,0.5375,0.5375,0.4625,175.232558139535
small,SROM,90,0.604105571847507,0.943181818181818,0.773643695014663,0.105263157894737,0.525,0.525,0.475,180.761904761905
small,SROM,91,0.754545454545455,0.927835051546392,0.841190253045923,0.375,0.65,0.65,0.35,182.557692307692
small,SROM,92,0.640718562874252,0.825484764542936,0.733101663708594,0.166666666666667,0.55,0.55,0.45,184.704545454545
small,SROM,93,0.625,0.943786982248521,0.78439349112426,0.136363636363636,0.55,0.55,0.45,184.25
small,SROM,94,0.693215339233038,0.892086330935252,0.792650835084145,0.176470588235294,0.6,0.6,0.4,180.958333333333
small,SROM,95,0.705705705705706,0.702341137123746,0.704023421414726,0.0909090909090909,0.6125,0.6125,0.3875,175.183673469388
small,SROM,96,0.742603550295858,0.667844522968198,0.705224036632028,0.3125,0.65,0.65,0.35,184.769230769231
small,SROM,97,0.691616766467066,0.726415094339623,0.709015930403344,0.25,0.6,0.6,0.4,185.333333333333
small,SROM,98,0.56973293768546,0.989417989417989,0.779575463551725,0,0.5,0.5,0.5,173.725
small,SROM,99,0.618768328445748,0.835164835164835,0.726966581805292,0.157894736842105,0.5375,0.5375,0.4625,191.883720930233
small,SROM,100,0.765243902439024,0.92964824120603,0.847446071822527,0.166666666666667,0.6625,0.6625,0.3375,180
small,SROM,101,0.654069767441861,0.720689655172414,0.687379711307137,0.136363636363636,0.575,0.575,0.425,180.04347826087
small,SROM,102,0.750759878419453,1,0.875379939209726,0.428571428571429,0.65,0.65,0.35,185.903846153846
small,SROM,103,0.635838150289017,0.797583081570997,0.716710615930007,0.166666666666667,0.5625,0.5625,0.4375,192.666666666667
small,SROM,104,0.690690690690691,0.804154302670623,0.747422496680657,0.181818181818182,0.5875,0.5875,0.4125,186.127659574468
small,SROM,105,0.668639053254438,0.614147909967846,0.641393481611142,0.125,0.5875,0.5875,0.4125,182.553191489362
small,SROM,106,0.665671641791045,0.876712328767123,0.771191985279084,0.230769230769231,0.575,0.575,0.425,176.195652173913
small,SROM,107,0.72782874617737,1,0.863914373088685,0,0.625,0.625,0.375,187.78
small,SROM,108,0.682492581602374,0.762068965517241,0.722280773559808,0.133333333333333,0.5875,0.5875,0.4125,178.021276595745
small,SROM,109,0.645645645645646,0.720461095100865,0.683053370373255,0.0909090909090909,0.55,0.55,0.45,169.681818181818
small,SROM,110,0.657657657657658,0.589235127478754,0.623446392568206,0.0909090909090909,0.5625,0.5625,0.4375,176.088888888889
small,SROM,111,0.57566765578635,0.914893617021277,0.745280636403813,0.133333333333333,0.4875,0.4875,0.5125,177.74358974359
small,SROM,112,0.712166172106825,0.739299610894942,0.725732891500883,0.133333333333333,0.6125,0.6125,0.3875,175.65306122449
small,SROM,113,0.757575757575758,0.805194805194805,0.781385281385281,0.25,0.65,0.65,0.35,179.096153846154
small,SROM,114,0.632835820895522,0.905982905982906,0.769409363439214,0.153846153846154,0.525,0.525,0.475,173.261904761905
small,SROM,115,0.631578947368421,0.942073170731707,0.786826059050064,0.1,0.55,0.55,0.45,177.977272727273
small,SROM,116,0.701492537313433,0.627777777777778,0.664635157545605,0.230769230769231,0.6,0.6,0.4,175.895833333333
small,SROM,117,0.608955223880597,0.931758530183727,0.770356877032162,0.153846153846154,0.5125,0.5125,0.4875,166.658536585366
small,SROM,118,0.653846153846154,0.634146341463415,0.643996247654784,0.0625,0.575,0.575,0.425,187.586956521739
small,SROM,119,0.685975609756098,1,0.842987804878049,0.166666666666667,0.6,0.6,0.4,195.125
small,SROM,120,0.652046783625731,0.705501618122977,0.678774200874354,0.15,0.5625,0.5625,0.4375,181.422222222222
small,SROM,121,0.752293577981651,1,0.876146788990826,0,0.65,0.65,0.35,178.038461538462
small,SROM,122,0.675675675675676,0.627450980392157,0.651563328033916,0.0909090909090909,0.575,0.575,0.425,178.347826086957
small,SROM,123,0.782208588957055,1,0.891104294478528,0.25,0.675,0.675,0.325,174.981481481481
small,SROM,124,0.707317073170732,1,0.853658536585366,0,0.625,0.625,0.375,191.82
small,SROM,125,0.664688427299703,0.811965811965812,0.738327119632758,0.133333333333333,0.5875,0.5875,0.4125,180.148936170213
small,SROM,126,0.746177370030581,1,0.873088685015291,0,0.65,0.65,0.35,191.115384615385
small,SROM,127,0.570149253731343,0.945652173913043,0.757900713822193,0.0769230769230769,0.5,0.5,0.5,177.35
small,SROM,128,0.6996996996997,0.882352941176471,0.791026320438085,0.0909090909090909,0.6,0.6,0.4,174.583333333333
small,SROM,129,0.626822157434402,0.736413043478261,0.681617600456332,0.142857142857143,0.55,0.55,0.45,184.590909090909
small,SROM,130,0.643712574850299,0.868035190615836,0.755873882733068,0.0833333333333333,0.55,0.55,0.45,176.431818181818
small,SROM,131,0.676470588235294,0.825214899713467,0.750842743974381,0.222222222222222,0.5875,0.5875,0.4125,187.340425531915
small,SROM,132,0.722054380664653,0.947598253275109,0.834826316969881,0.111111111111111,0.6125,0.6125,0.3875,170
small,SROM,133,0.736526946107784,0.730769230769231,0.733648088438508,0.166666666666667,0.6375,0.6375,0.3625,179.078431372549
small,SROM,134,0.656891495601173,0.831908831908832,0.744400163755002,0.105263157894737,0.575,0.575,0.425,177.782608695652
small,SROM,135,0.7,0.681208053691275,0.690604026845638,0.111111111111111,0.6,0.6,0.4,172.145833333333
small,SROM,136,0.761194029850746,0.87962962962963,0.820411829740188,0.230769230769231,0.6625,0.6625,0.3375,183.301886792453
small,SROM,137,0.70326409495549,0.925925925925926,0.814595010440708,0.0666666666666667,0.6,0.6,0.4,173.1875
small,SROM,138,0.635820895522388,0.880222841225627,0.758021868374007,0.0769230769230769,0.5375,0.5375,0.4625,177
small,SROM,139,0.693693693693694,0.895569620253165,0.794631656973429,0.0909090909090909,0.6,0.6,0.4,179.604166666667
small,SROM,140,0.629411764705882,0.742627345844504,0.686019555275193,0,0.5625,0.5625,0.4375,170
small,SROM,141,0.658682634730539,0.773529411764706,0.716106023247622,0,0.5625,0.5625,0.4375,172.066666666667
small,SROM,142,0.665689149560117,0.535433070866142,0.600561110213129,0.157894736842105,0.5875,0.5875,0.4125,184.787234042553
small,SROM,143,0.737003058103975,1,0.868501529051988,0.2,0.625,0.625,0.375,179.4
small,SROM,144,0.666666666666667,0.591591591591592,0.629129129129129,0.117647058823529,0.5875,0.5875,0.4125,174.957446808511
small,SROM,145,0.653179190751445,0.670360110803324,0.661769650777385,0.166666666666667,0.5875,0.5875,0.4125,178.340425531915
small,SROM,146,0.666666666666667,0.660869565217391,0.663768115942029,0.117647058823529,0.5875,0.5875,0.4125,177.851063829787
small,SROM,147,0.680473372781065,0.544235924932976,0.61235464885702,0.125,0.6,0.6,0.4,177.145833333333
small,SROM,148,0.717325227963526,1,0.858662613981763,0,0.625,0.625,0.375,184.7
small,SROM,149,0.674486803519062,0.818443804034582,0.746465303776822,0.210526315789474,0.5875,0.5875,0.4125,192.510638297872
small,SROM,150,0.704819277108434,0.812056737588652,0.758438007348543,0.2,0.6,0.6,0.4,178.916666666667
small,SROM,151,0.627565982404692,0.727748691099476,0.677657336752084,0.105263157894737,0.55,0.55,0.45,177.022727272727
small,SROM,152,0.645161290322581,0.918181818181818,0.781671554252199,0.210526315789474,0.5625,0.5625,0.4375,193.933333333333
small,SROM,153,0.71044776119403,0.576923076923077,0.643685419058553,0.307692307692308,0.6125,0.6125,0.3875,179.183673469388
small,SROM,154,0.634502923976608,0.591623036649215,0.613062980312912,0.15,0.5625,0.5625,0.4375,178.733333333333
small,SROM,155,0.748484848484849,0.784552845528455,0.766518847006652,0.125,0.6375,0.6375,0.3625,179.411764705882
small,SROM,156,0.640718562874252,0.921052631578947,0.780885597226599,0,0.5625,0.5625,0.4375,177.866666666667
small,SROM,157,0.737003058103975,1,0.868501529051988,0.2,0.625,0.625,0.375,183.48
small,SROM,158,0.714714714714715,0.633333333333333,0.674024024024024,0.181818181818182,0.6125,0.6125,0.3875,177.632653061224
small,SROM,159,0.588921282798834,0.923076923076923,0.755999102937879,0.0952380952380952,0.5125,0.5125,0.4875,175.292682926829
small,SROM,160,0.658682634730539,0.803763440860215,0.731223037795377,0.166666666666667,0.5625,0.5625,0.4375,183.133333333333
small,SROM,161,0.722560975609756,1,0.861280487804878,0.166666666666667,0.625,0.625,0.375,185.6
small,SROM,162,0.690265486725664,0.839041095890411,0.764653291308037,0.117647058823529,0.6,0.6,0.4,182.1875
small,SROM,163,0.657657657657658,0.795302013422819,0.726479835540238,0.0909090909090909,0.55,0.55,0.45,169.318181818182
small,SROM,164,0.654761904761905,0.75414364640884,0.704452775585372,0.142857142857143,0.5625,0.5625,0.4375,181.866666666667
small,SROM,165,0.704819277108434,0.89622641509434,0.800522846101387,0.2,0.6,0.6,0.4,184.875
small,SROM,166,0.661764705882353,0.682492581602374,0.672128643742363,0.166666666666667,0.575,0.575,0.425,180.586956521739
small,SROM,167,0.763636363636364,1,0.881818181818182,0.25,0.65,0.65,0.35,177.076923076923
small,SROM,168,0.715542521994135,0.963133640552995,0.839338081273565,0.210526315789474,0.6375,0.6375,0.3625,182.313725490196
small,SROM,169,0.683582089552239,0.853383458646617,0.768482774099428,0.230769230769231,0.5875,0.5875,0.4125,175
small,SROM,170,0.706231454005935,0.734615384615385,0.72042341931066,0.133333333333333,0.6125,0.6125,0.3875,172.183673469388
small,SROM,171,0.737313432835821,0.688405797101449,0.712859614968635,0.230769230769231,0.65,0.65,0.35,185.038461538462
small,SROM,172,0.683582089552239,0.667613636363636,0.675597862957938,0.230769230769231,0.575,0.575,0.425,185.565217391304
small,SROM,173,0.68141592920354,0.630769230769231,0.656092579986385,0.176470588235294,0.6,0.6,0.4,180.729166666667
small,SROM,174,0.68141592920354,0.956834532374101,0.81912523078882,0.176470588235294,0.5875,0.5875,0.4125,181.893617021277
small,SROM,175,0.667647058823529,0.90228013029316,0.784963594558344,0.166666666666667,0.575,0.575,0.425,174.826086956522
small,SROM,176,0.651917404129793,0.758208955223881,0.705063179676837,0.0588235294117647,0.575,0.575,0.425,178.826086956522
small,SROM,177,0.684365781710914,0.86031746031746,0.772341621014187,0.235294117647059,0.5875,0.5875,0.4125,190.340425531915
small,SROM,178,0.710843373493976,0.957627118644068,0.834235246069022,0.2,0.6125,0.6125,0.3875,180.734693877551
small,SROM,179,0.526315789473684,0.989473684210526,0.757894736842105,0,0.475,0.475,0.525,172.684210526316
small,SROM,180,0.748484848484849,0.715953307392996,0.732219077938922,0.125,0.65,0.65,0.35,180.615384615385
small,SROM,181,0.694610778443114,0.560830860534125,0.627720819488619,0.166666666666667,0.6,0.6,0.4,177.833333333333
small,SROM,182,0.6996996996997,0.606060606060606,0.652880152880153,0.272727272727273,0.5875,0.5875,0.4125,180.531914893617
small,SROM,183,0.626865671641791,0.892183288409704,0.759524480025747,0,0.5375,0.5375,0.4625,172.604651162791
small,SROM,184,0.693215339233038,0.968503937007874,0.830859638120456,0.176470588235294,0.6,0.6,0.4,177.854166666667
small,SROM,185,0.708708708708709,0.71474358974359,0.711726149226149,0.181818181818182,0.6,0.6,0.4,179.0625
small,SROM,186,0.711711711711712,0.94017094017094,0.825941325941326,0.272727272727273,0.6125,0.6125,0.3875,184.224489795918
small,SROM,187,0.747774480712166,0.68705035971223,0.717412420212198,0.266666666666667,0.6625,0.6625,0.3375,187.075471698113
small,SROM,188,0.710365853658537,1,0.855182926829268,0.166666666666667,0.625,0.625,0.375,189.64
small,SROM,189,0.584795321637427,0.930555555555556,0.757675438596491,0.1,0.5125,0.5125,0.4875,174.585365853659
small,SROM,190,0.743202416918429,0.958333333333333,0.850767875125881,0.222222222222222,0.6375,0.6375,0.3625,180.058823529412
small,SROM,191,0.722054380664653,0.781132075471698,0.751593228068175,0.111111111111111,0.625,0.625,0.375,179.34
small,SROM,192,0.619047619047619,0.693766937669377,0.656407278358498,0.142857142857143,0.525,0.525,0.475,176.190476190476
small,SROM,193,0.653731343283582,0.899135446685879,0.776433394984731,0.0769230769230769,0.55,0.55,0.45,172.454545454545
small,SROM,194,0.692073170731707,1,0.846036585365854,0.166666666666667,0.6125,0.6125,0.3875,181.857142857143
small,SROM,195,0.63963963963964,0.682666666666667,0.661153153153153,0.272727272727273,0.55,0.55,0.45,179.886363636364
small,SROM,196,0.696696696696697,0.88339222614841,0.790044461422553,0.181818181818182,0.5875,0.5875,0.4125,177.36170212766
small,SROM,197,0.705882352941177,0.554545454545455,0.630213903743316,0.222222222222222,0.625,0.625,0.375,191.92
small,SROM,198,0.712121212121212,0.94140625,0.826763731060606,0.125,0.6,0.6,0.4,177.25
small,SROM,199,0.737313432835821,0.59190031152648,0.66460687218115,0.0769230769230769,0.65,0.65,0.35,178.326923076923
small,SROM,200,0.73780487804878,1,0.86890243902439,0.333333333333333,0.625,0.625,0.375,179.36
small,SROM,201,0.646706586826347,0.884057971014493,0.76538227892042,0.166666666666667,0.5375,0.5375,0.4625,180.837209302326
small,SROM,202,0.691616766467066,0.708933717579251,0.700275242023158,0.25,0.6,0.6,0.4,188.4375
small,SROM,203,0.656804733727811,0.901060070671378,0.778932402199594,0.125,0.5625,0.5625,0.4375,182.8
small,SROM,204,0.685294117647059,0.729096989966555,0.707195553806807,0.166666666666667,0.5875,0.5875,0.4125,172.595744680851
small,SROM,205,0.671641791044776,0.918918918918919,0.795280354981847,0.230769230769231,0.575,0.575,0.425,182.260869565217
small,SROM,206,0.680473372781065,0.957528957528958,0.819001165155011,0.125,0.5875,0.5875,0.4125,169.468085106383
small,SROM,207,0.728915662650602,0.883534136546185,0.806224899598394,0.2,0.625,0.625,0.375,174.38
small,SROM,208,0.590643274853801,0.89159891598916,0.741121095421481,0.1,0.525,0.525,0.475,180.357142857143
small,SROM,209,0.774774774774775,0.952830188679245,0.86380248172701,0.181818181818182,0.675,0.675,0.325,178.111111111111
small,SROM,210,0.587719298245614,0.785340314136126,0.68652980619087,0.05,0.525,0.525,0.475,180.309523809524
small,SROM,211,0.622754491017964,0.827794561933535,0.725274526475749,0.166666666666667,0.525,0.525,0.475,180.02380952381
small,SROM,212,0.668693009118541,1,0.834346504559271,0,0.575,0.575,0.425,180.347826086957
small,SROM,213,0.726190476190476,0.839041095890411,0.782615786040444,0.285714285714286,0.6375,0.6375,0.3625,183
small,SROM,214,0.649122807017544,0.729885057471264,0.689503932244404,0.1,0.5625,0.5625,0.4375,177.688888888889
small,SROM,215,0.671597633136095,0.985185185185185,0.82839140916064,0.1875,0.5625,0.5625,0.4375,180.244444444444
small,SROM,216,0.725903614457831,0.594855305466238,0.660379459962035,0.1,0.625,0.625,0.375,187.26
small,SROM,217,0.760606060606061,1,0.88030303030303,0.125,0.65,0.65,0.35,179.5
small,SROM,218,0.71513353115727,0.908713692946058,0.811923612051664,0.2,0.6125,0.6125,0.3875,177.551020408163
small,SROM,219,0.712166172106825,0.766129032258065,0.739147602182445,0.266666666666667,0.625,0.625,0.375,188.72
small,SROM,220,0.661807580174927,0.832369942196532,0.74708876118573,0.142857142857143,0.5875,0.5875,0.4125,179.851063829787
small,SROM,221,0.640718562874252,0.896449704142012,0.768584133508132,0.166666666666667,0.55,0.55,0.45,178.727272727273
small,SROM,222,0.692982456140351,0.534285714285714,0.613634085213033,0.15,0.6125,0.6125,0.3875,183.469387755102
small,SROM,223,0.709580838323353,0.971223021582734,0.840401929953044,0.25,0.6125,0.6125,0.3875,176.673469387755
small,SROM,224,0.708708708708709,0.696864111498258,0.702786410103483,0.181818181818182,0.6125,0.6125,0.3875,183.979591836735
small,SROM,225,0.604105571847507,0.722955145118733,0.66353035848312,0.105263157894737,0.525,0.525,0.475,181.761904761905
small,SROM,226,0.713855421686747,0.59672131147541,0.655288366581078,0.3,0.6125,0.6125,0.3875,178.122448979592
small,SROM,227,0.699708454810496,0.775510204081633,0.737609329446064,0.19047619047619,0.6125,0.6125,0.3875,182.061224489796
small,SROM,228,0.583577712609971,0.921787709497207,0.752682711053589,0.0526315789473684,0.5,0.5,0.5,176.85
small,SROM,229,0.703592814371258,0.810975609756098,0.757284212063678,0.25,0.6125,0.6125,0.3875,185
small,SROM,230,0.690909090909091,1,0.845454545454545,0.25,0.6,0.6,0.4,191.625
small,SROM,231,0.679300291545189,0.590062111801242,0.634681201673216,0.142857142857143,0.5875,0.5875,0.4125,183.425531914894
small,SROM,232,0.652694610778443,0.501355013550135,0.577024812164289,0,0.575,0.575,0.425,181.695652173913
small,SROM,233,0.683582089552239,0.798701298701299,0.741141694126769,0.230769230769231,0.575,0.575,0.425,178.065217391304
small,SROM,234,0.639296187683284,0.663841807909604,0.651568997796445,0.105263157894737,0.5625,0.5625,0.4375,174.822222222222
small,SROM,235,0.688821752265861,0.555555555555556,0.622188653910708,0.222222222222222,0.575,0.575,0.425,185.086956521739
small,SROM,236,0.696696696696697,0.930232558139535,0.813464627418116,0.181818181818182,0.5875,0.5875,0.4125,176.595744680851
small,SROM,237,0.716463414634146,1,0.858231707317073,0.166666666666667,0.625,0.625,0.375,185.8
small,SROM,238,0.712121212121212,0.508474576271186,0.610297894196199,0.125,0.6125,0.6125,0.3875,178.30612244898
small,SROM,239,0.729483282674772,1,0.864741641337386,0.285714285714286,0.6375,0.6375,0.3625,185.921568627451
small,SROM,240,0.660660660660661,0.93485342019544,0.79775704042805,0.181818181818182,0.5625,0.5625,0.4375,178.977777777778
small,SROM,241,0.645161290322581,0.620786516853933,0.632973903588257,0.105263157894737,0.575,0.575,0.425,184.347826086957
small,SROM,242,0.740181268882175,0.64797507788162,0.694078173381898,0.333333333333333,0.6375,0.6375,0.3625,179.862745098039
small,SROM,243,0.690690690690691,0.88212927756654,0.786409984128615,0,0.6,0.6,0.4,171.916666666667
small,SROM,244,0.725075528700906,0.759615384615385,0.742345456658145,0.222222222222222,0.625,0.625,0.375,174.52
small,SROM,245,0.718100890207715,0.680451127819549,0.699276009013632,0.266666666666667,0.625,0.625,0.375,190.52
small,SROM,246,0.698224852071006,0.851851851851852,0.775038351961429,0,0.6125,0.6125,0.3875,170.530612244898
small,SROM,247,0.652694610778443,0.693766937669377,0.67323077422391,0.166666666666667,0.5625,0.5625,0.4375,187.777777777778
small,SROM,248,0.734939759036145,0.905349794238683,0.820144776637414,0.2,0.6375,0.6375,0.3625,181.294117647059
small,SROM,249,0.585507246376812,0.932975871313673,0.759241558845242,0.0869565217391304,0.525,0.525,0.475,183.952380952381
small,SROM,250,0.693693693693694,0.792517006802721,0.743105350248207,0.0909090909090909,0.6,0.6,0.4,182.104166666667
small,SROM,251,0.746951219512195,1,0.873475609756098,0.166666666666667,0.65,0.65,0.35,184.884615384615
small,SROM,252,0.649851632047478,0.81043956043956,0.730145596243519,0.0666666666666667,0.5625,0.5625,0.4375,169.6
small,SROM,253,0.706060606060606,1,0.853030303030303,0.125,0.625,0.625,0.375,183.26
small,SROM,254,0.703592814371258,0.707792207792208,0.705692511081733,0.25,0.6,0.6,0.4,179.520833333333
small,SROM,255,0.72700296735905,0.661016949152542,0.694009958255796,0.2,0.6375,0.6375,0.3625,180.235294117647
small,SROM,256,0.725373134328358,0.777777777777778,0.751575456053068,0.230769230769231,0.6375,0.6375,0.3625,182.823529411765
small,SROM,257,0.653958944281525,0.853372434017595,0.75366568914956,0.263157894736842,0.5625,0.5625,0.4375,192.133333333333
small,SROM,258,0.637982195845697,0.81989247311828,0.728937334481988,0.2,0.55,0.55,0.45,185.454545454545
small,SROM,259,0.667664670658683,0.769230769230769,0.718447719944726,0.25,0.5875,0.5875,0.4125,186.659574468085
small,SROM,260,0.624260355029586,0.680440771349862,0.652350563189724,0.0625,0.5375,0.5375,0.4625,170.767441860465
small,SROM,261,0.66566265060241,0.543010752688172,0.604336701645291,0.1,0.575,0.575,0.425,173.826086956522
small,SROM,262,0.696428571428571,0.745583038869258,0.721005805148915,0.142857142857143,0.6,0.6,0.4,170.25
small,SROM,263,0.691616766467066,0.823529411764706,0.757573089115886,0.0833333333333333,0.6,0.6,0.4,183.625
small,SROM,264,0.675595238095238,0.867605633802817,0.771600435949027,0.214285714285714,0.575,0.575,0.425,184.195652173913
small,SROM,265,0.663690476190476,0.87905604719764,0.771373261694058,0.214285714285714,0.5625,0.5625,0.4375,178.066666666667
small,SROM,266,0.729483282674772,1,0.864741641337386,0.285714285714286,0.6375,0.6375,0.3625,185.196078431373
small,SROM,267,0.720364741641337,1,0.860182370820669,0.142857142857143,0.625,0.625,0.375,190.68
small,SROM,268,0.663663663663664,0.63031914893617,0.646991406299917,0.0909090909090909,0.575,0.575,0.425,172.695652173913
small,SROM,269,0.668674698795181,0.983922829581994,0.826298764188587,0,0.5625,0.5625,0.4375,171.666666666667
small,SROM,270,0.622418879056047,0.98371335504886,0.803066117052454,0.0588235294117647,0.5375,0.5375,0.4625,167.46511627907
small,SROM,271,0.568513119533528,0.981283422459893,0.77489827099671,0.0476190476190476,0.5125,0.5125,0.4875,176.024390243902
small,SROM,272,0.702064896755162,0.642405063291139,0.672234980023151,0.117647058823529,0.6125,0.6125,0.3875,180.387755102041
